sum_pe	sz_1	sz_1.5	sz_2	sz_3	sz_4	sz_5	sz_6	sz_8	sz_10	sz_12	sz_14	sz_16
30.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53000	2.31000
31.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52000	2.30000
31.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51000	2.28000
31.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50000	2.27000
31.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49000	2.25000
31.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48000	2.24000
31.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47000	2.23000
31.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46000	2.21000
31.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45000	2.20000
31.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44000	2.18000
31.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43000	2.17000
32.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42000	2.16000
32.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41000	2.14000
32.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40000	2.13000
32.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39000	2.12000
32.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38000	2.10000
32.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37000	2.09000
32.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36000	2.08000
32.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35000	2.06000
32.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34000	2.05000
32.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33000	2.04000
33.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32000	2.03000
33.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31000	2.01000
33.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30000	2.00000
33.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29000	1.99000
33.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28000	1.98000
33.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27000	1.96000
33.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26000	1.95000
33.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26000	1.94000
33.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25000	1.93000
33.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24000	1.91000
34.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23000	1.90000
34.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22000	1.89000
34.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21000	1.88000
34.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20000	1.87000
34.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19000	1.86000
34.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18000	1.84000
34.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83000
34.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82000
34.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81000
34.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.80000
35.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79000
35.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78000
35.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77000
35.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75000
35.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74000
35.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73000
35.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72000
35.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71000
35.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70000
35.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69000
36.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68000
36.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67000
36.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66000
36.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65000
36.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64000
36.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63000
36.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62000
36.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61000
36.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60000
36.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59000
37.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58000
37.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57000
37.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56000
37.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55000
37.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54000
37.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53000
37.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52000
37.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51000
37.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50000
37.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49000
38.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48000
38.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47000
38.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46000
38.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45000
38.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44000
38.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44000
38.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43000
38.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42000
38.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41000
38.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40000
39.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39000
39.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38000
39.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37000
39.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37000
39.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36000
39.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35000
39.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34000
39.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33000
39.80000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32000
39.90000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32000
40.00000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31000
40.10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30000
40.20000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29000
40.30000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28000
40.40000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27000
40.50000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27000
40.60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26000
40.70000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25000
